id,slot_id,customer_id,booking_time,original_price,discount_percentage,discount_amount,final_price,duration_minutes,status,created_at
3104,8594,60,2026-04-20 19:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-20 19:00:00+05:30
3105,8596,4,2026-04-20 14:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-20 14:00:00+05:30
3106,8601,37,2026-04-19 04:00:00+05:30,400.0,0.0,0.0,400.0,60,CANCELLED,2026-04-19 04:00:00+05:30
3107,8603,44,2026-04-19 03:00:00+05:30,400.0,10.0,40.0,360.0,60,COMPLETED,2026-04-19 03:00:00+05:30
3108,8606,44,2026-04-21 13:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-21 13:00:00+05:30
3109,8607,30,2026-04-20 19:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 19:00:00+05:30
3110,8608,47,2026-04-20 14:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 14:00:00+05:30
3111,8617,11,2026-04-20 22:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-20 22:00:00+05:30
3112,8621,12,2026-04-18 21:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-18 21:00:00+05:30
3113,8623,51,2026-04-21 01:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-21 01:00:00+05:30
3114,8634,117,2026-04-21 15:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-21 15:00:00+05:30
3115,8635,102,2026-04-20 10:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-20 10:00:00+05:30
3116,8637,82,2026-04-20 12:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-20 12:00:00+05:30
3117,8646,66,2026-04-20 20:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-20 20:00:00+05:30
3118,8655,89,2026-04-18 16:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-18 16:00:00+05:30
3119,8656,88,2026-04-21 10:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-21 10:00:00+05:30
3120,8664,94,2026-04-20 10:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 10:00:00+05:30
3121,8665,69,2026-04-20 10:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 10:00:00+05:30
3122,8667,111,2026-04-19 23:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-19 23:00:00+05:30
3123,8668,96,2026-04-21 09:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-21 09:00:00+05:30
3124,8676,79,2026-04-19 18:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-19 18:00:00+05:30
3125,8677,107,2026-04-20 05:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-20 05:00:00+05:30
3126,8678,87,2026-04-21 19:00:00+05:30,1000.0,20.0,200.0,800.0,60,COMPLETED,2026-04-21 19:00:00+05:30
3127,8679,64,2026-04-20 22:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-20 22:00:00+05:30
3128,8686,132,2026-04-19 15:00:00+05:30,800.0,10.0,80.0,720.0,60,COMPLETED,2026-04-19 15:00:00+05:30
3129,8690,165,2026-04-19 11:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-19 11:00:00+05:30
3130,8691,141,2026-04-20 21:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-20 21:00:00+05:30
3131,8692,143,2026-04-20 10:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-20 10:00:00+05:30
3132,8693,163,2026-04-20 17:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-20 17:00:00+05:30
3133,8694,149,2026-04-21 10:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-21 10:00:00+05:30
3134,8696,133,2026-04-19 01:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-19 01:00:00+05:30
3135,8705,141,2026-04-21 13:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-21 13:00:00+05:30
3136,8706,172,2026-04-21 09:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-21 09:00:00+05:30
3137,8707,138,2026-04-20 01:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-20 01:00:00+05:30
3138,8708,153,2026-04-20 13:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-20 13:00:00+05:30
3139,8719,154,2026-04-19 14:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-19 14:00:00+05:30
3140,8720,164,2026-04-20 02:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 02:00:00+05:30
3141,8721,159,2026-04-19 16:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-19 16:00:00+05:30
3142,8722,128,2026-04-20 20:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 20:00:00+05:30
3143,8731,129,2026-04-18 22:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-18 22:00:00+05:30
3144,8735,166,2026-04-19 08:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-19 08:00:00+05:30
3145,8736,164,2026-04-21 21:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-21 21:00:00+05:30
3146,8749,12,2026-04-20 04:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-20 04:00:00+05:30
3147,8756,49,2026-04-21 20:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 20:00:00+05:30
3148,8760,59,2026-04-20 07:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-20 07:00:00+05:30
3149,8763,38,2026-04-22 06:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-22 06:00:00+05:30
3150,8773,26,2026-04-20 05:00:00+05:30,400.0,15.0,60.0,340.0,60,CANCELLED,2026-04-20 05:00:00+05:30
3151,8774,2,2026-04-21 01:00:00+05:30,600.0,0.0,0.0,600.0,60,CANCELLED,2026-04-21 01:00:00+05:30
3152,8775,15,2026-04-21 12:00:00+05:30,600.0,10.0,60.0,540.0,60,COMPLETED,2026-04-21 12:00:00+05:30
3153,8776,16,2026-04-20 05:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 05:00:00+05:30
3154,8777,5,2026-04-20 23:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 23:00:00+05:30
3155,8778,27,2026-04-20 00:00:00+05:30,600.0,10.0,60.0,540.0,60,COMPLETED,2026-04-20 00:00:00+05:30
3156,8779,45,2026-04-19 11:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-19 11:00:00+05:30
3157,8786,25,2026-04-19 21:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-19 21:00:00+05:30
3158,8787,60,2026-04-20 21:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-20 21:00:00+05:30
3159,8788,9,2026-04-20 17:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-20 17:00:00+05:30
3160,8791,54,2026-04-20 01:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-20 01:00:00+05:30
3161,8792,49,2026-04-20 01:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-20 01:00:00+05:30
3162,8803,119,2026-04-21 05:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-21 05:00:00+05:30
3163,8804,69,2026-04-22 02:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-22 02:00:00+05:30
3164,8805,88,2026-04-22 02:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-22 02:00:00+05:30
3165,8808,107,2026-04-20 23:00:00+05:30,1000.0,20.0,200.0,800.0,120,COMPLETED,2026-04-20 23:00:00+05:30
3166,8810,108,2026-04-20 15:00:00+05:30,1000.0,5.0,50.0,950.0,180,COMPLETED,2026-04-20 15:00:00+05:30
3167,8820,110,2026-04-20 09:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-20 09:00:00+05:30
3168,8831,70,2026-04-21 14:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-21 14:00:00+05:30
3169,8835,79,2026-04-22 00:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-22 00:00:00+05:30
3170,8843,99,2026-04-21 07:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-21 07:00:00+05:30
3171,8844,108,2026-04-21 19:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-21 19:00:00+05:30
3172,8846,105,2026-04-20 11:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-20 11:00:00+05:30
3173,8847,62,2026-04-21 11:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 11:00:00+05:30
3174,8854,141,2026-04-21 06:00:00+05:30,800.0,15.0,120.0,680.0,60,COMPLETED,2026-04-21 06:00:00+05:30
3175,8858,152,2026-04-20 20:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-20 20:00:00+05:30
3176,8859,148,2026-04-22 14:00:00+05:30,1200.0,15.0,180.0,1020.0,60,COMPLETED,2026-04-22 14:00:00+05:30
3177,8861,128,2026-04-21 19:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-21 19:00:00+05:30
3178,8862,141,2026-04-20 11:00:00+05:30,1200.0,5.0,60.0,1140.0,60,COMPLETED,2026-04-20 11:00:00+05:30
3179,8872,144,2026-04-20 16:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-20 16:00:00+05:30
3180,8874,161,2026-04-21 07:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-21 07:00:00+05:30
3181,8875,178,2026-04-21 04:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-21 04:00:00+05:30
3182,8882,153,2026-04-22 05:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-22 05:00:00+05:30
3183,8886,152,2026-04-22 12:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 12:00:00+05:30
3184,8888,129,2026-04-21 18:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-21 18:00:00+05:30
3185,8894,136,2026-04-20 23:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-20 23:00:00+05:30
3186,8901,157,2026-04-22 14:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-22 14:00:00+05:30
3187,8902,144,2026-04-19 19:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-19 19:00:00+05:30
3188,8910,1,2026-04-22 23:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-22 23:00:00+05:30
3189,8914,33,2026-04-21 10:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-21 10:00:00+05:30
3190,8915,45,2026-04-21 03:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-21 03:00:00+05:30
3191,8916,16,2026-04-22 22:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-22 22:00:00+05:30
3192,8917,40,2026-04-22 16:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-22 16:00:00+05:30
3193,8918,3,2026-04-21 02:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-04-21 02:00:00+05:30
3194,8919,39,2026-04-21 08:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-21 08:00:00+05:30
3195,8922,13,2026-04-23 07:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-23 07:00:00+05:30
3196,8923,33,2026-04-20 13:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-20 13:00:00+05:30
3197,8925,14,2026-04-21 11:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 11:00:00+05:30
3198,8926,32,2026-04-23 07:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-23 07:00:00+05:30
3199,8929,14,2026-04-21 02:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-21 02:00:00+05:30
3200,8930,51,2026-04-23 05:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-23 05:00:00+05:30
3201,8931,16,2026-04-22 13:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-22 13:00:00+05:30
3202,8934,28,2026-04-21 07:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-21 07:00:00+05:30
3203,8935,23,2026-04-22 15:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-22 15:00:00+05:30
3204,8938,15,2026-04-23 10:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-23 10:00:00+05:30
3205,8939,54,2026-04-23 03:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-23 03:00:00+05:30
3206,8942,50,2026-04-23 14:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 14:00:00+05:30
3207,8943,13,2026-04-23 11:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 11:00:00+05:30
3208,8944,28,2026-04-22 08:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 08:00:00+05:30
3209,8955,51,2026-04-23 10:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-04-23 10:00:00+05:30
3210,8957,16,2026-04-21 15:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 15:00:00+05:30
3211,8967,72,2026-04-22 20:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-22 20:00:00+05:30
3212,8970,83,2026-04-21 12:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-21 12:00:00+05:30
3213,8971,111,2026-04-22 12:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-22 12:00:00+05:30
3214,8972,88,2026-04-22 18:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-22 18:00:00+05:30
3215,8974,114,2026-04-22 12:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-04-22 12:00:00+05:30
3216,8981,106,2026-04-23 10:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-23 10:00:00+05:30
3217,8984,117,2026-04-21 20:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-21 20:00:00+05:30
3218,8985,93,2026-04-22 10:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-22 10:00:00+05:30
3219,8986,112,2026-04-22 16:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-22 16:00:00+05:30
3220,8987,105,2026-04-21 19:00:00+05:30,1500.0,5.0,75.0,1425.0,120,COMPLETED,2026-04-21 19:00:00+05:30
3221,8988,119,2026-04-23 00:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-23 00:00:00+05:30
3222,9001,112,2026-04-22 04:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 04:00:00+05:30
3223,9005,88,2026-04-21 06:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-21 06:00:00+05:30
3224,9012,105,2026-04-22 15:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-22 15:00:00+05:30
3225,9020,137,2026-04-21 13:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-21 13:00:00+05:30
3226,9022,125,2026-04-23 11:00:00+05:30,800.0,0.0,0.0,800.0,120,COMPLETED,2026-04-23 11:00:00+05:30
3227,9028,123,2026-04-22 01:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-22 01:00:00+05:30
3228,9029,166,2026-04-22 21:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-22 21:00:00+05:30
3229,9040,153,2026-04-23 09:00:00+05:30,1500.0,5.0,75.0,1425.0,60,COMPLETED,2026-04-23 09:00:00+05:30
3230,9042,134,2026-04-22 03:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-22 03:00:00+05:30
3231,9043,158,2026-04-22 17:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-22 17:00:00+05:30
3232,9050,124,2026-04-22 01:00:00+05:30,400.0,5.0,20.0,380.0,60,COMPLETED,2026-04-22 01:00:00+05:30
3233,9054,136,2026-04-20 17:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-20 17:00:00+05:30
3234,9057,175,2026-04-22 13:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 13:00:00+05:30
3235,9068,134,2026-04-21 07:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 07:00:00+05:30
3236,9069,166,2026-04-23 10:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-23 10:00:00+05:30
3237,9075,60,2026-04-23 19:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-23 19:00:00+05:30
3238,9081,16,2026-04-23 02:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-23 02:00:00+05:30
3239,9088,12,2026-04-21 10:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-21 10:00:00+05:30
3240,9091,1,2026-04-22 17:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-22 17:00:00+05:30
3241,9092,16,2026-04-21 14:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-21 14:00:00+05:30
3242,9093,54,2026-04-24 07:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-04-24 07:00:00+05:30
3243,9096,2,2026-04-21 19:00:00+05:30,1500.0,0.0,0.0,1500.0,60,COMPLETED,2026-04-21 19:00:00+05:30
3244,9099,30,2026-04-24 03:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-24 03:00:00+05:30
3245,9110,49,2026-04-23 13:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 13:00:00+05:30
3246,9111,11,2026-04-22 01:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 01:00:00+05:30
3247,9112,16,2026-04-22 12:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-22 12:00:00+05:30
3248,9117,23,2026-04-22 15:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-22 15:00:00+05:30
3249,9121,18,2026-04-23 04:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-23 04:00:00+05:30
3250,9123,23,2026-04-24 00:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-24 00:00:00+05:30
3251,9124,49,2026-04-23 13:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-23 13:00:00+05:30
3252,9125,4,2026-04-23 10:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-23 10:00:00+05:30
3253,9126,23,2026-04-24 18:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-24 18:00:00+05:30
3254,9128,49,2026-04-24 16:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-24 16:00:00+05:30
3255,9130,82,2026-04-21 22:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-21 22:00:00+05:30
3256,9132,84,2026-04-24 08:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-24 08:00:00+05:30
3257,9135,117,2026-04-23 12:00:00+05:30,800.0,0.0,0.0,800.0,120,COMPLETED,2026-04-23 12:00:00+05:30
3258,9136,73,2026-04-23 20:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-23 20:00:00+05:30
3259,9138,105,2026-04-24 00:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-24 00:00:00+05:30
3260,9142,72,2026-04-23 16:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-23 16:00:00+05:30
3261,9152,73,2026-04-21 21:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-04-21 21:00:00+05:30
3262,9155,84,2026-04-22 06:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-22 06:00:00+05:30
3263,9157,120,2026-04-22 09:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-22 09:00:00+05:30
3264,9159,104,2026-04-24 08:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-24 08:00:00+05:30
3265,9165,70,2026-04-22 05:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-22 05:00:00+05:30
3266,9166,100,2026-04-23 23:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 23:00:00+05:30
3267,9180,74,2026-04-22 00:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-22 00:00:00+05:30
3268,9184,110,2026-04-22 19:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-22 19:00:00+05:30
3269,9194,164,2026-04-24 06:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-24 06:00:00+05:30
3270,9195,177,2026-04-22 06:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-22 06:00:00+05:30
3271,9196,145,2026-04-23 13:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-23 13:00:00+05:30
3272,9197,179,2026-04-23 15:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-23 15:00:00+05:30
3273,9206,133,2026-04-24 04:00:00+05:30,1000.0,5.0,50.0,950.0,120,COMPLETED,2026-04-24 04:00:00+05:30
3274,9219,157,2026-04-24 02:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-24 02:00:00+05:30
3275,9221,159,2026-04-24 14:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-24 14:00:00+05:30
3276,9224,147,2026-04-23 18:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 18:00:00+05:30
3277,9225,163,2026-04-24 09:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-24 09:00:00+05:30
3278,9227,171,2026-04-21 17:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-21 17:00:00+05:30
3279,9233,139,2026-04-22 07:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-22 07:00:00+05:30
3280,9236,171,2026-04-21 19:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-04-21 19:00:00+05:30
3281,9237,177,2026-04-24 02:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-24 02:00:00+05:30
3282,9242,36,2026-04-23 01:00:00+05:30,800.0,0.0,0.0,800.0,120,COMPLETED,2026-04-23 01:00:00+05:30
3283,9245,33,2026-04-25 07:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-25 07:00:00+05:30
3284,9247,33,2026-04-24 19:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-24 19:00:00+05:30
3285,9248,16,2026-04-23 14:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-04-23 14:00:00+05:30
3286,9250,39,2026-04-24 12:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-24 12:00:00+05:30
3287,9251,23,2026-04-24 19:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-24 19:00:00+05:30
3288,9252,53,2026-04-23 10:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-23 10:00:00+05:30
3289,9253,5,2026-04-23 15:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-04-23 15:00:00+05:30
3290,9254,40,2026-04-25 14:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-04-25 14:00:00+05:30
3291,9255,14,2026-04-24 17:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-24 17:00:00+05:30
3292,9257,6,2026-04-24 04:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-24 04:00:00+05:30
3293,9259,44,2026-04-22 20:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-04-22 20:00:00+05:30
3294,9264,20,2026-04-25 01:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-04-25 01:00:00+05:30
3295,9265,55,2026-04-24 14:00:00+05:30,1500.0,0.0,0.0,1500.0,180,CANCELLED,2026-04-24 14:00:00+05:30
3296,9266,33,2026-04-24 00:00:00+05:30,1500.0,0.0,0.0,1500.0,180,CANCELLED,2026-04-24 00:00:00+05:30
3297,9269,1,2026-04-23 19:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-23 19:00:00+05:30
3298,9271,30,2026-04-23 09:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-23 09:00:00+05:30
3299,9273,52,2026-04-24 12:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-04-24 12:00:00+05:30
3300,9277,22,2026-04-23 12:00:00+05:30,400.0,10.0,40.0,360.0,60,COMPLETED,2026-04-23 12:00:00+05:30
3301,9278,35,2026-04-23 04:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 04:00:00+05:30
3302,9279,1,2026-04-24 16:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-24 16:00:00+05:30
3303,9280,46,2026-04-23 21:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-23 21:00:00+05:30
3304,9281,2,2026-04-25 01:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-25 01:00:00+05:30
3305,9282,38,2026-04-24 00:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-04-24 00:00:00+05:30
3306,9286,17,2026-04-25 02:00:00+05:30,700.0,20.0,140.0,560.0,60,COMPLETED,2026-04-25 02:00:00+05:30
3307,9288,32,2026-04-24 05:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-04-24 05:00:00+05:30
